,CC,CID,VERSION NR,TABLE,LOCATION CODE,(SUB)TYPE,ROAD NUMBER,ROAD NAME,JUNCTION NUMBER,FIRST NAME,SECOND NAME,AREA REFERENCE,LINEAR REFERENCE,NEGATIVE OFFSET,POSITIVE OFFSET,INTERSECTION REFS,LATITUDE,LONGITUDE,URBAN,INTERRUPT,ISOLATED,IN+,OUT+,IN-,OUT-,PRESENT+,PRESENT-,geometry
4768,2,227,3.2,19,47472,P1.11,,Srinagarindra 42,,Wachiratham Sathit 70,,10.0,2870.0,,47473.0,,13.68942,100.6401,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6401 13.68942)
4769,2,227,3.2,19,47473,P1.11,,Srinagarindra 42,,Suphaphong 1 Yaek 3,,10.0,2870.0,47472.0,47474.0,,13.69054,100.63984,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63984 13.69054)
4770,2,227,3.2,19,47474,P1.11,,Srinagarindra 42,,Srinagarindra Road,,10.0,2870.0,47473.0,,,13.69155,100.64707,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64707 13.69155)
4772,2,227,3.2,19,47475,P1.11,,Srinagarindra 56,,Srinagarindra 58,,10.0,2871.0,,47476.0,,13.67533,100.64135,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64135 13.67533)
4773,2,227,3.2,19,47476,P1.11,,Srinagarindra 56,,Srinagarindra Road,,10.0,2871.0,47475.0,,,13.67639,100.64574,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64574 13.67639)
4776,2,227,3.2,19,15172,P1.11,,Srong Prapha Road,,Donmuang Train Station 2,,10.0,697.0,15175.0,,,13.92261,100.60207,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60207 13.92261)
4781,2,227,3.2,19,34005,P1.11,,Suea Pa Road,,Ratchawong Intersection-659,,10.0,659.0,,34002.0,,13.74239,100.50694,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50694 13.74239)
4782,2,227,3.2,19,34002,P1.11,,Suea Pa Road,,Suea Pa Intersection-659,,10.0,659.0,34005.0,34006.0,,13.74379,100.508,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.508 13.74379)
4783,2,227,3.2,19,34006,P1.11,,Suea Pa Road,,Rong Phayaban Klang Intersection-659,,10.0,659.0,34002.0,,,13.74691,100.51036,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51036 13.74691)
4785,2,227,3.2,19,47477,P1.11,,Suk Sawat 1 Yaek 10,,Suksawat Road,,10.0,2872.0,,47478.0,,13.69107,100.4814,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.4814 13.69107)
4786,2,227,3.2,19,47478,P1.11,,Suk Sawat 1 Yaek 10,,Suk Sawat 1,,10.0,2872.0,47477.0,47479.0,,13.69115,100.48244,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48244 13.69115)
4787,2,227,3.2,19,47479,P1.11,,Suk Sawat 1 Yaek 10,,Somdet Phrachao Taksin 41,,10.0,2872.0,47478.0,,,13.69402,100.48352,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48352 13.69402)
4789,2,227,3.2,19,47480,P1.11,,Suk Sawat 14,,Suk Sawat 14/Rama 2 Soi 12,,10.0,2873.0,,47481.0,,13.68587,100.47826,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47826 13.68587)
4790,2,227,3.2,19,47481,P1.11,,Suk Sawat 14,,Rama 2 Soi 6,,10.0,2873.0,47480.0,47482.0,,13.68654,100.48097,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48097 13.68654)
4791,2,227,3.2,19,47482,P1.11,,Suk Sawat 14,,Suksawat Road,,10.0,2873.0,47481.0,,,13.68763,100.48449,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48449 13.68763)
4793,2,227,3.2,19,47483,P1.11,,Suk Sawat 14/18,,Suk Sawat 14/18/Soi Suksawat 18,,10.0,2874.0,,47484.0,,13.6838,100.47413,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47413 13.6838)
4794,2,227,3.2,19,47484,P1.11,,Suk Sawat 14/18,,Suk Sawat 2,,10.0,2874.0,47483.0,,,13.68569,100.47316,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47316 13.68569)
4796,2,227,3.2,19,47485,P1.11,,Suk Sawat 19,,Suksawat Road,,10.0,2875.0,,47486.0,,13.68072,100.49442,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49442 13.68072)
4797,2,227,3.2,19,47486,P1.11,,Suk Sawat 19,,Ratburana Road,,10.0,2875.0,47485.0,,,13.68441,100.49605,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49605 13.68441)
4799,2,227,3.2,19,47487,P1.11,,Suk Sawat 2,,Suk Sawat 14/18,,10.0,2876.0,,47488.0,,13.68569,100.47316,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47316 13.68569)
4800,2,227,3.2,19,47488,P1.11,,Suk Sawat 2,,Soi Suksawat 14/10,,10.0,2876.0,47487.0,47489.0,,13.68889,100.47777,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47777 13.68889)
4801,2,227,3.2,19,47489,P1.11,,Suk Sawat 2,,Suksawat Road,,10.0,2876.0,47488.0,,,13.69117,100.48121,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48121 13.69117)
4803,2,227,3.2,19,47490,P1.11,,Suk Sawat 26,,Rama 2 Soi 25,,10.0,2877.0,,47491.0,,13.67752,100.47453,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47453 13.67752)
4804,2,227,3.2,19,47491,P1.11,,Suk Sawat 26,,Phuttha Bucha 9,,10.0,2877.0,47490.0,47492.0,,13.66978,100.47667,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47667 13.66978)
4805,2,227,3.2,19,47492,P1.11,,Suk Sawat 26,,Phuttha Bucha 39,,10.0,2877.0,47491.0,47493.0,,13.66783,100.47868,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47868 13.66783)
4806,2,227,3.2,19,47493,P1.11,,Suk Sawat 26,,Liapthangduan Chaloem Mahanakhon Road,,10.0,2877.0,47492.0,47494.0,,13.67355,100.48659,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48659 13.67355)
4807,2,227,3.2,19,47494,P1.11,,Suk Sawat 26,,Suksawat Road,,10.0,2877.0,47493.0,,,13.68103,100.49378,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49378 13.68103)
4809,2,227,3.2,19,47495,P1.11,,Suk Sawat 27,,Suksawat Road,,10.0,2878.0,,47496.0,,13.67575,100.50223,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50223 13.67575)
4810,2,227,3.2,19,47496,P1.11,,Suk Sawat 27,,Ratburana Road,,10.0,2878.0,47495.0,,,13.68214,100.50392,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50392 13.68214)
4812,2,227,3.2,19,47497,P1.11,,Suk Sawat 35,,Suksawat Road,,10.0,2879.0,,47498.0,,13.66861,100.5135,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5135 13.66861)
4813,2,227,3.2,19,47498,P1.11,,Suk Sawat 35,,Soi Muban Bunmak,,10.0,2879.0,47497.0,47499.0,,13.67227,100.51317,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51317 13.67227)
4814,2,227,3.2,19,47499,P1.11,,Suk Sawat 35,,Ratburana Road,,10.0,2879.0,47498.0,,,13.67338,100.51813,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51813 13.67338)
4821,2,227,3.2,19,47504,P1.11,,Sukhonthasawat 17,,Prasert-Manukitch 29 Yak 2,,10.0,2881.0,,47505.0,,13.83047,100.62108,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62108 13.83047)
4822,2,227,3.2,19,47505,P1.11,,Sukhonthasawat 17,,Sukhonthasawat Road,,10.0,2881.0,47504.0,,,13.83058,100.62344,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62344 13.83058)
4824,2,227,3.2,19,38000,P3.37,,Sukhothai Rd.,,Sombun Condominium,,10.0,561.0,,38001.0,,13.78263,100.50705,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50705 13.78263)
4825,2,227,3.2,19,38001,P1.11,,Sukhothai Rd.,,Vajira Intersection-561,,10.0,561.0,38000.0,38002.0,,13.78129,100.50983,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50983 13.78129)
4826,2,227,3.2,19,38002,P1.11,,Sukhothai Rd.,,Suan Runrude Intersection-561,,10.0,561.0,38001.0,38003.0,,13.77983,100.51317,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51317 13.77983)
4827,2,227,3.2,19,38003,P1.11,,Sukhothai Rd.,,Khattiyani Intersection-561,,10.0,561.0,38002.0,38004.0,,13.77845,100.51637,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51637 13.77845)
4828,2,227,3.2,19,38004,P1.11,,Sukhothai Rd.,,Sukhothai Intersection-561,,10.0,561.0,38003.0,38005.0,,13.77653,100.52071,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52071 13.77653)
4829,2,227,3.2,19,38005,P1.12,,Sukhothai Rd.,,Sawankhalok Junction-561,,10.0,561.0,38004.0,,,13.77362,100.52723,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52723 13.77362)
4831,2,227,3.2,19,47506,P1.11,,Sukhumvit 101,,3/ Sukhumvit Road,,10.0,2882.0,,47507.0,,13.69023,100.60856,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60856 13.69023)
4832,2,227,3.2,19,47507,P1.11,,Sukhumvit 101,,Wachiratham Sathit 23,,10.0,2882.0,47506.0,47508.0,,13.69135,100.61838,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61838 13.69135)
4833,2,227,3.2,19,47508,P1.11,,Sukhumvit 101,,Punnawithi 30,,10.0,2882.0,47507.0,,,13.69142,100.6193,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6193 13.69142)
4835,2,227,3.2,19,47509,P1.11,,Sukhumvit 103/2,,Sukhumwit Road,,10.0,2883.0,,47510.0,,13.67665,100.60815,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60815 13.67665)
4836,2,227,3.2,19,47510,P1.11,,Sukhumvit 103/2,,Udom Suk 18,,10.0,2883.0,47509.0,,,13.67563,100.61304,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61304 13.67563)
4838,2,227,3.2,19,47511,P1.11,,Sukhumvit 107 Road,,Soi Manirat Osot,,11.0,2884.0,,47512.0,,13.64993,100.63497,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63497 13.64993)
4841,2,227,3.2,19,47513,P1.11,,Sukhumvit 16,,Soi Phai Sing To,,10.0,2885.0,,47514.0,,13.72601,100.56186,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56186 13.72601)
4842,2,227,3.2,19,47514,P1.11,,Sukhumvit 16,,Ratchada Phisek Road,,10.0,2885.0,47513.0,,,13.73488,100.56098,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56098 13.73488)
4844,2,227,3.2,19,47515,P1.11,,Sukhumvit 22,,Soi Attha Kawi,,10.0,2886.0,,47516.0,,13.72084,100.56563,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56563 13.72084)
4845,2,227,3.2,19,47516,P1.11,,Sukhumvit 22,,We Love The King Road,,10.0,2886.0,47515.0,47517.0,,13.72345,100.56473,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56473 13.72345)
4846,2,227,3.2,19,47517,P1.11,,Sukhumvit 22,,Soi Sai Nam Thip 2,,10.0,2886.0,47516.0,47518.0,,13.72622,100.56509,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56509 13.72622)
4847,2,227,3.2,19,47518,P1.11,,Sukhumvit 22,,Sukhumwit Road,,10.0,2886.0,47517.0,,,13.7336,100.56515,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56515 13.7336)
4849,2,227,3.2,19,47519,P1.11,,Sukhumvit 26,,Rama 4 Road,,10.0,2887.0,,47520.0,,13.71862,100.56782,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56782 13.71862)
4850,2,227,3.2,19,47520,P1.11,,Sukhumvit 26,,Sukhumwit Road,,10.0,2887.0,47519.0,,,13.72946,100.57106,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57106 13.72946)
4852,2,227,3.2,19,47521,P1.11,,Sukhumvit 3,,3/ Sukhumvit Road,,10.0,2888.0,,47522.0,,13.74221,100.55295,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55295 13.74221)
4853,2,227,3.2,19,47522,P1.11,,Sukhumvit 3,,Phetchaburi Road,,10.0,2888.0,47521.0,,,13.74994,100.55446,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55446 13.74994)
4855,2,227,3.2,19,47523,P1.11,,Sukhumvit 39,,Sukhumwit Road,,10.0,2889.0,,47524.0,,13.72992,100.57044,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57044 13.72992)
4856,2,227,3.2,19,47524,P1.11,,Sukhumvit 39,,Sukhumvit 31,,10.0,2889.0,47523.0,47525.0,,13.7426,100.57227,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57227 13.7426)
4857,2,227,3.2,19,47525,P1.11,,Sukhumvit 39,,Phetchaburi Road,,10.0,2889.0,47524.0,,,13.74732,100.57322,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57322 13.74732)
4859,2,227,3.2,19,47526,P1.11,,Sukhumvit 50,,Thangrotfaikao Road,,10.0,2890.0,,47527.0,,13.70238,100.58902,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58902 13.70238)
4860,2,227,3.2,19,47527,P1.11,,Sukhumvit 50,,Soi Ari Rak,,10.0,2890.0,47526.0,47528.0,,13.70555,100.5981,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5981 13.70555)
4861,2,227,3.2,19,47528,P1.11,,Sukhumvit 50,,Sukhumwit Road,,10.0,2890.0,47527.0,,,13.70667,100.60043,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60043 13.70667)
4863,2,227,3.2,19,47529,P1.11,,Sukhumvit 55,,Sukhumwit Road,,10.0,2891.0,,47530.0,,13.72366,100.57942,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57942 13.72366)
4864,2,227,3.2,19,47530,P1.11,,Sukhumvit 55,,Thong Lo 10,,10.0,2891.0,47529.0,47531.0,,13.73242,100.58206,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58206 13.73242)
4865,2,227,3.2,19,47531,P1.11,,Sukhumvit 55,,Thong Lo 20,,10.0,2891.0,47530.0,47532.0,,13.73947,100.58442,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58442 13.73947)
4866,2,227,3.2,19,47532,P1.11,,Sukhumvit 55,,Phetchaburi Road,,10.0,2891.0,47531.0,,,13.74436,100.58608,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58608 13.74436)
4868,2,227,3.2,19,47533,P1.11,,Sukhumvit 62,,Sukhumvit 62 Yeak 8,,10.0,2892.0,,47534.0,,13.694,100.60145,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60145 13.694)
4869,2,227,3.2,19,47534,P1.11,,Sukhumvit 62,,Sukhumwit Road,,10.0,2892.0,47533.0,,,13.69571,100.60582,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60582 13.69571)
4871,2,227,3.2,19,47535,P1.11,,Sukhumvit 62,,Thangrotfaikao Road,,10.0,2893.0,,47536.0,,13.6937,100.59,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59 13.6937)
4872,2,227,3.2,19,47536,P1.11,,Sukhumvit 62,,Chalerm Maha Nakhon Expressway,,10.0,2893.0,47535.0,,,13.69602,100.59404,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59404 13.69602)
4874,2,227,3.2,19,47537,P1.11,,Sukhumvit 63,,Sukhumwit Road,,10.0,2894.0,,47538.0,,13.72017,100.58442,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58442 13.72017)
4875,2,227,3.2,19,47538,P1.11,,Sukhumvit 63,,Ekkamai 12/Ekkamai 5,,10.0,2894.0,47537.0,47539.0,,13.73088,100.58643,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58643 13.73088)
4876,2,227,3.2,19,47539,P1.11,,Sukhumvit 63,,Ekkamai 22,,10.0,2894.0,47538.0,47540.0,,13.73591,100.58808,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58808 13.73591)
4877,2,227,3.2,19,47540,P1.11,,Sukhumvit 63,,Ekkamai 21,,10.0,2894.0,47539.0,47541.0,,13.73855,100.58886,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58886 13.73855)
4878,2,227,3.2,19,47541,P1.11,,Sukhumvit 63,,Pradit Manutham Road,,10.0,2894.0,47540.0,,,13.74184,100.59009,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59009 13.74184)
4880,2,227,3.2,19,53086,P1.11,,Sukhumvit 64,,Sukhumvit 62 Yeak 21,,10.0,2895.0,,47542.0,,13.6819,100.6012,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6012 13.6819)
4881,2,227,3.2,19,47542,P1.11,,Sukhumvit 64,,Chalerm Maha Nakhon Expressway,,10.0,2895.0,53086.0,47543.0,,13.6825,100.60307,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60307 13.6825)
4882,2,227,3.2,19,47543,P1.11,,Sukhumvit 64,,Soi Phong Wet Anuson 1,,10.0,2895.0,47542.0,47544.0,,13.68752,100.6074,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6074 13.68752)
4883,2,227,3.2,19,47544,P1.11,,Sukhumvit 64,,3,,10.0,2895.0,47543.0,,,13.68837,100.60936,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60936 13.68837)
4885,2,227,3.2,19,47545,P1.11,,Sukhumvit 81,,Sukhumwit Road,,10.0,2896.0,,47546.0,,13.7047,100.60152,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60152 13.7047)
4886,2,227,3.2,19,47546,P1.11,,Sukhumvit 81,,On Nut 14,,10.0,2896.0,47545.0,47547.0,,13.70773,100.60884,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60884 13.70773)
4887,2,227,3.2,19,47547,P1.11,,Sukhumvit 81,,On Nut 10,,10.0,2896.0,47546.0,,,13.71128,100.61004,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61004 13.71128)
4889,2,227,3.2,19,47548,P1.11,,Sukhumvit 85,,Sukhumwit Road,,10.0,2897.0,,47549.0,,13.70234,100.60271,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60271 13.70234)
4890,2,227,3.2,19,47549,P1.11,,Sukhumvit 85,,Phung Mi 3,,10.0,2897.0,47548.0,,,13.70508,100.60877,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60877 13.70508)
4892,2,227,3.2,19,47550,P1.11,,Sukhumvit 101/1,,Sukhumwit Road,,10.0,2898.0,,47551.0,,13.68435,100.61046,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61046 13.68435)
4893,2,227,3.2,19,47551,P1.11,,Sukhumvit 101/1,,Wachiratham Sathit 5,,10.0,2898.0,47550.0,47552.0,,13.68442,100.61623,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61623 13.68442)
4894,2,227,3.2,19,47552,P1.11,,Sukhumvit 101/1,,Wachiratham Sathit 23,,10.0,2898.0,47551.0,47553.0,,13.68443,100.62138,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62138 13.68443)
4895,2,227,3.2,19,47553,P1.11,,Sukhumvit 101/1,,Wachiratham Sathit 32,,10.0,2898.0,47552.0,47554.0,,13.68447,100.62274,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62274 13.68447)
4896,2,227,3.2,19,47554,P1.11,,Sukhumvit 101/1,,Wachiratham 39,,10.0,2898.0,47553.0,47555.0,,13.68519,100.6281,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6281 13.68519)
4897,2,227,3.2,19,47555,P1.11,,Sukhumvit 101/1,,Soi Wachiratham Sathit 57,,10.0,2898.0,47554.0,47556.0,,13.68635,100.63422,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63422 13.68635)
4898,2,227,3.2,19,47556,P1.11,,Sukhumvit 101/1,,Wachiratham Sathit 70,,10.0,2898.0,47555.0,,,13.68653,100.63521,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63521 13.68653)
4900,2,227,3.2,19,16501,P1.11,,Sukhumwit Road,,Asok-sukhumvit Intersection-517,,10.0,517.0,,16502.0,,13.73637,100.56132,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56132 13.73637)
4901,2,227,3.2,19,16502,P1.12,,Sukhumwit Road,,Sai Nam Phung Junction,,10.0,517.0,16501.0,16503.0,,13.73444,100.56402,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56402 13.73444)
4902,2,227,3.2,19,16503,P1.12,,Sukhumwit Road,,Sawatdi Junction,,10.0,517.0,16502.0,16504.0,,13.73303,100.56603,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56603 13.73303)
4903,2,227,3.2,19,16504,P1.12,,Sukhumwit Road,,Soi Ari Junction,,10.0,517.0,16503.0,16505.0,,13.72947,100.57106,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57106 13.72947)
4904,2,227,3.2,19,16505,P1.12,,Sukhumwit Road,,Soi Klang Junction,,10.0,517.0,16504.0,16506.0,,13.72639,100.57542,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57542 13.72639)
4905,2,227,3.2,19,16506,P1.12,,Sukhumwit Road,,Thong Lo Junction,,10.0,517.0,16505.0,16507.0,,13.72355,100.57944,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57944 13.72355)
4906,2,227,3.2,19,16507,P1.12,,Sukhumwit Road,,Ban Kluai Tai Junction,,10.0,517.0,16506.0,16508.0,,13.72255,100.58086,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58086 13.72255)
4907,2,227,3.2,19,16508,P1.12,,Sukhumwit Road,,Ekkamai Sukhumvit Junction,,10.0,517.0,16507.0,16509.0,,13.72003,100.58443,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58443 13.72003)
4908,2,227,3.2,19,16509,P1.12,,Sukhumwit Road,,Chaiyaphruek Junction,,10.0,517.0,16508.0,16510.0,,13.71738,100.58819,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58819 13.71738)
4909,2,227,3.2,19,16510,P1.12,,Sukhumwit Road,,Sukhumvit - Rama 4 Junction-517,,10.0,517.0,16509.0,16511.0,,13.71423,100.59252,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59252 13.71423)
4910,2,227,3.2,19,16511,P1.12,,Sukhumwit Road,,Phra Khanong Junction,,10.0,517.0,16510.0,16512.0,,13.71309,100.59412,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59412 13.71309)
4911,2,227,3.2,19,16512,P1.11,,Sukhumwit Road,,On Nut Intersection-517,,10.0,517.0,16511.0,16513.0,,13.7089,100.59946,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59946 13.7089)
4912,2,227,3.2,19,16513,P1.11,,Sukhumwit Road,,Sukhumwit 62 Intersection,,10.0,517.0,16512.0,16516.0,,13.69581,100.60585,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60585 13.69581)
4913,2,227,3.2,19,16516,P1.12,,Sukhumwit Road,,Punnawithi Junction,,10.0,517.0,16513.0,16514.0,,13.69021,100.60856,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60856 13.69021)
4914,2,227,3.2,19,16514,P1.11,,Sukhumwit Road,,Udom Suk Intersection-517,,10.0,517.0,16516.0,16515.0,,13.67885,100.60909,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60909 13.67885)
4915,2,227,3.2,19,16515,P1.1,,Sukhumwit Road,,Bangna Intersection-517,,10.0,517.0,16514.0,,,13.67334,100.60683,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60683 13.67334)
4917,2,227,3.2,19,17000,P1.1,,Sukhumwit Road,,Bangna Intersection-518,,10.0,518.0,,17001.0,,13.67334,100.60683,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60683 13.67334)
4918,2,227,3.2,19,17001,P1.11,,Sukhumwit Road,,Lasan Intersection,,10.0,518.0,17000.0,17014.0,,13.66218,100.60222,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60222 13.66218)
4921,2,227,3.2,19,16014,P1.11,,Sukhumwit Road,,Express Phloenchit Intersection - 637,,10.0,637.0,,16015.0,,13.74283,100.55026,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55026 13.74283)
4922,2,227,3.2,19,16015,P1.11,,Sukhumwit Road,,Na Na Intersection,,10.0,637.0,16014.0,16016.0,,13.7421,100.55297,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55297 13.7421)
4923,2,227,3.2,19,16016,P1.11,,Sukhumwit Road,,Asok-Sukhumwit,,10.0,637.0,16015.0,,,13.73637,100.56132,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56132 13.73637)
4944,2,227,3.2,19,47560,P1.11,,Suksawat 64,,Suksawat 64 Soi 10,,10.0,2900.0,,47561.0,,13.64939,100.51692,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51692 13.64939)
